ROW_ID,conversion
0,0.01686162269785963
1,0.022891915386844392
2,0.05048543689320388
3,0.09703145768719539
4,0.07360774818401937
5,0.027864855451062348
6,0.08241237764445848
7,0.04108843537414966
8,0.04007235285932934
9,0.07360774818401937
10,0.08241237764445848
11,0.18790849673202614
12,0.06896551724137931
13,0.04007235285932934
14,0.07360774818401937
15,0.05245082734935998
16,0.19586840091813312
17,0.035287779473825984
18,0.1518987341772152
19,0.1000429368827823
20,0.04108843537414966
21,0.10329670329670329
22,0.16954022988505746
23,0.05245082734935998
24,0.035287779473825984
25,0.035287779473825984
26,0.05002605523710266
27,0.035287779473825984
28,0.1394736842105263
29,0.1394736842105263
30,0.13743890518084068
31,0.1394736842105263
32,0.027864855451062348
33,0.035287779473825984
34,0.021137469586374694
35,0.1518987341772152
36,0.17216642754662842
37,0.04108843537414966
38,0.05048543689320388
39,0.2199248120300752
40,0.04108843537414966
41,0.035287779473825984
42,0.022891915386844392
43,0.035287779473825984
44,0.04007235285932934
45,0.04007235285932934
46,0.01686162269785963
47,0.021137469586374694
48,0.04007235285932934
49,0.08241237764445848
50,0.21956087824351297
51,0.022891915386844392
52,0.16954022988505746
53,0.07360774818401937
54,0.07360774818401937
55,0.05002605523710266
56,0.10032017075773746
57,0.01686162269785963
58,0.17216642754662842
59,0.07575757575757576
60,0.04007235285932934
61,0.01686162269785963
62,0.07360774818401937
63,0.13743890518084068
64,0.04108843537414966
65,0.01686162269785963
66,0.04108843537414966
67,0.027864855451062348
68,0.16954022988505746
69,0.25
70,0.035287779473825984
71,0.022891915386844392
72,0.07360774818401937
73,0.1893305439330544
74,0.13743890518084068
75,0.3795309168443497
76,0.05245082734935998
77,0.1394736842105263
78,0.021137469586374694
79,0.19982810485603783
80,0.05002605523710266
81,0.13721744667303407
82,0.19982810485603783
83,0.17216642754662842
84,0.01686162269785963
85,0.07360774818401937
86,0.01686162269785963
87,0.021137469586374694
88,0.13743890518084068
89,0.04007235285932934
90,0.04007235285932934
91,0.21956087824351297
92,0.07360774818401937
93,0.1394736842105263
94,0.035287779473825984
95,0.01686162269785963
96,0.04108843537414966
97,0.08241237764445848
98,0.01686162269785963
99,0.04007235285932934
100,0.1518987341772152
101,0.16954022988505746
102,0.07360774818401937
103,0.07575757575757576
104,0.10032017075773746
105,0.04007235285932934
106,0.01686162269785963
107,0.04108843537414966
108,0.05245082734935998
109,0.09703145768719539
110,0.01686162269785963
111,0.04108843537414966
112,0.17400162999185004
113,0.05002605523710266
114,0.05264969029593944
115,0.09703145768719539
116,0.13721744667303407
117,0.022891915386844392
118,0.1000429368827823
119,0.082687338501292
120,0.43902439024390244
121,0.05264969029593944
122,0.04108843537414966
123,0.04108843537414966
124,0.06272882597022211
125,0.06725274725274726
126,0.027864855451062348
127,0.021137469586374694
128,0.01686162269785963
129,0.01686162269785963
130,0.01686162269785963
131,0.06272882597022211
132,0.08241237764445848
133,0.17235188509874327
134,0.01686162269785963
135,0.07360774818401937
136,0.01686162269785963
137,0.09703145768719539
138,0.06272882597022211
139,0.01686162269785963
140,0.1518987341772152
141,0.08236594803758983
142,0.16954022988505746
143,0.05245082734935998
144,0.17400162999185004
145,0.035287779473825984
146,0.08241237764445848
147,0.06272882597022211
148,0.035287779473825984
149,0.05245082734935998
150,0.08792965627498002
151,0.08241237764445848
152,0.05002605523710266
153,0.05264969029593944
154,0.04108843537414966
155,0.035287779473825984
156,0.04007235285932934
157,0.07360774818401937
158,0.01686162269785963
159,0.022891915386844392
160,0.03680203045685279
161,0.01686162269785963
162,0.06725274725274726
163,0.021137469586374694
164,0.19586840091813312
165,0.05245082734935998
166,0.1518987341772152
167,0.17216642754662842
168,0.021137469586374694
169,0.10032017075773746
170,0.08792965627498002
171,0.09703145768719539
172,0.07575757575757576
173,0.05002605523710266
174,0.04007235285932934
175,0.04007235285932934
176,0.01686162269785963
177,0.08241237764445848
178,0.05264969029593944
179,0.2727272727272727
180,0.05048543689320388
181,0.25
182,0.01686162269785963
183,0.01686162269785963
184,0.1518987341772152
185,0.01686162269785963
186,0.5357142857142857
187,0.01686162269785963
188,0.13721744667303407
189,0.07575757575757576
190,0.05002605523710266
191,0.04007235285932934
192,0.05245082734935998
193,0.01686162269785963
194,0.25263157894736843
195,0.05264969029593944
196,0.022891915386844392
197,0.06272882597022211
198,0.10032017075773746
199,0.021137469586374694
200,0.01686162269785963
201,0.01686162269785963
202,0.05002605523710266
203,0.027864855451062348
204,0.07360774818401937
205,0.035287779473825984
206,0.3795309168443497
207,0.022891915386844392
208,0.07360774818401937
209,0.01686162269785963
210,0.082687338501292
211,0.1000429368827823
212,0.01686162269785963
213,0.09703145768719539
214,0.021137469586374694
215,0.01686162269785963
216,0.022891915386844392
217,0.04108843537414966
218,0.10032017075773746
219,0.1394736842105263
220,0.2345343303874915
221,0.01686162269785963
222,0.082687338501292
223,0.16954022988505746
224,0.10032017075773746
225,0.1893305439330544
226,0.035287779473825984
227,0.04108843537414966
228,0.01686162269785963
229,0.10032017075773746
230,0.13941769316909294
231,0.04108843537414966
232,0.13721744667303407
233,0.06725274725274726
234,0.04108843537414966
235,0.13743890518084068
236,0.19982810485603783
237,0.01686162269785963
238,0.08792965627498002
239,0.07360774818401937
240,0.04007235285932934
241,0.04007235285932934
242,0.13743890518084068
243,0.10032017075773746
244,0.021137469586374694
245,0.05002605523710266
246,0.082687338501292
247,0.13721744667303407
248,0.05002605523710266
249,0.19586840091813312
250,0.17400162999185004
251,0.035287779473825984
252,0.2199248120300752
253,0.08236594803758983
254,0.13941769316909294
255,0.18790849673202614
256,0.026113671274961597
257,0.01686162269785963
258,0.027864855451062348
259,0.04108843537414966
260,0.19982810485603783
261,0.05002605523710266
262,0.09703145768719539
263,0.015742128935532233
264,0.015742128935532233
265,0.08236594803758983
266,0.01686162269785963
267,0.022891915386844392
268,0.05264969029593944
269,0.1518987341772152
270,0.1282420749279539
271,0.07360774818401937
272,0.21956087824351297
273,0.082687338501292
274,0.2199248120300752
275,0.08792965627498002
276,0.01686162269785963
277,0.04108843537414966
278,0.04108843537414966
279,0.3795309168443497
280,0.08241237764445848
281,0.29411764705882354
282,0.1394736842105263
283,0.022891915386844392
284,0.021137469586374694
285,0.021137469586374694
286,0.04108843537414966
287,0.03925845147219193
288,0.04108843537414966
289,0.17400162999185004
290,0.035287779473825984
291,0.04007235285932934
292,0.23636363636363636
293,0.2199248120300752
294,0.4146341463414634
295,0.13941769316909294
296,0.06725274725274726
297,0.4153846153846154
298,0.10032017075773746
299,0.07360774818401937
300,0.2199248120300752
301,0.1518987341772152
302,0.022891915386844392
303,0.06896551724137931
304,0.01686162269785963
305,0.05264969029593944
306,0.07360774818401937
307,0.01686162269785963
308,0.1893305439330544
309,0.07360774818401937
310,0.17400162999185004
311,0.2199248120300752
312,0.035287779473825984
313,0.05048543689320388
314,0.05002605523710266
315,0.08241237764445848
316,0.2345343303874915
317,0.07360774818401937
318,0.10032017075773746
319,0.07575757575757576
320,0.10032017075773746
321,0.1518987341772152
322,0.082687338501292
323,0.04007235285932934
324,0.082687338501292
325,0.07575757575757576
326,0.13941769316909294
327,0.1518987341772152
328,0.035287779473825984
329,0.01686162269785963
330,0.01686162269785963
331,0.027864855451062348
332,0.05245082734935998
333,0.13743890518084068
334,0.3795309168443497
335,0.01686162269785963
336,0.25263157894736843
337,0.05264969029593944
338,0.04108843537414966
339,0.022891915386844392
340,0.21956087824351297
341,0.05245082734935998
342,0.07575757575757576
343,0.05264969029593944
344,0.08241237764445848
345,0.26804123711340205
346,0.06725274725274726
347,0.021137469586374694
348,0.04108843537414966
349,0.04007235285932934
350,0.03680203045685279
351,0.13743890518084068
352,0.04108843537414966
353,0.10032017075773746
354,0.3795309168443497
355,0.05245082734935998
356,0.03925845147219193
357,0.01686162269785963
358,0.3795309168443497
359,0.035287779473825984
360,0.04108843537414966
361,0.026113671274961597
362,0.021137469586374694
363,0.04007235285932934
364,0.082687338501292
365,0.035287779473825984
366,0.047520661157024795
367,0.07360774818401937
368,0.04108843537414966
369,0.09703145768719539
370,0.2199248120300752
371,0.04007235285932934
372,0.01686162269785963
373,0.022891915386844392
374,0.13743890518084068
375,0.01686162269785963
376,0.035287779473825984
377,0.2199248120300752
378,0.19586840091813312
379,0.01686162269785963
380,0.08236594803758983
381,0.01686162269785963
382,0.05264969029593944
383,0.01686162269785963
384,0.021137469586374694
385,0.07360774818401937
386,0.19586840091813312
387,0.01686162269785963
388,0.06272882597022211
389,0.035287779473825984
390,0.022891915386844392
391,0.01686162269785963
392,0.04108843537414966
393,0.035287779473825984
394,0.05245082734935998
395,0.022891915386844392
396,0.04007235285932934
397,0.23636363636363636
398,0.04007235285932934
399,0.01686162269785963
400,0.16954022988505746
401,0.07360774818401937
402,0.06272882597022211
403,0.09703145768719539
404,0.01686162269785963
405,0.13721744667303407
406,0.05264969029593944
407,0.022891915386844392
408,0.23636363636363636
409,0.01686162269785963
410,0.04108843537414966
411,0.07360774818401937
412,0.2036727879799666
413,0.04007235285932934
414,0.16954022988505746
415,0.04007235285932934
416,0.2345343303874915
417,0.2345343303874915
418,0.035287779473825984
419,0.10032017075773746
420,0.05264969029593944
421,0.21956087824351297
422,0.01686162269785963
423,0.05264969029593944
424,0.07575757575757576
425,0.13721744667303407
426,0.17400162999185004
427,0.07360774818401937
428,0.01686162269785963
429,0.10803059273422562
430,0.01686162269785963
431,0.13743890518084068
432,0.01686162269785963
433,0.07360774818401937
434,0.04108843537414966
435,0.01686162269785963
436,0.05245082734935998
437,0.01686162269785963
438,0.022891915386844392
439,0.027864855451062348
440,0.04007235285932934
441,0.01686162269785963
442,0.06272882597022211
443,0.028416779431664412
444,0.16954022988505746
445,0.1000429368827823
446,0.05264969029593944
447,0.035287779473825984
448,0.01686162269785963
449,0.04108843537414966
450,0.5490196078431373
